nome_territorio,dominio_orcrim,geometria
BELA VISTA,ADA,"POLYGON((-41.790835 -22.3836704, -41.7899123 -22.3836109, -41.7888824 -22.3845433999999, -41.7878739 -22.3842458, -41.7875091 -22.3848014, -41.7873589 -22.3846823, -41.7870799 -22.3848411, -41.7862001999999 -22.3848014, -41.785771 -22.3845433999999, -41.7863288999999 -22.3817657, -41.7856207999999 -22.3814879, -41.785535 -22.3809719999999, -41.7866721999999 -22.3812101, -41.7874017999999 -22.3808728, -41.7880241 -22.3809323999999, -41.788303 -22.3814283999999, -41.7885605 -22.3818054, -41.7892901 -22.3818649, -41.79032 -22.3817657, -41.7908778999999 -22.382103, -41.7916933 -22.3824799999999, -41.7914572999999 -22.3828172999999, -41.790835 -22.3836704))"
BURACA,ADA,"POLYGON((-41.7714283999999 -22.3861631999999, -41.7721687 -22.3862822, -41.7726193 -22.3866591999999, -41.7735956999999 -22.3856274999999, -41.7744539999999 -22.3858655999999, -41.7748831 -22.3863714999999, -41.7747007 -22.3871650999999, -41.7753552 -22.3875717999999, -41.7756555999999 -22.3886234, -41.7752586 -22.3899327999999, -41.7750225999999 -22.3893773, -41.7745290999999 -22.389417, -41.7738102 -22.3888714, -41.7728660999999 -22.3888119, -41.7707096 -22.3870163, -41.7708919999999 -22.3864012999999, -41.7714283999999 -22.3861631999999))"
MORRO DO INACIO DIAS - COMPLEXO DO 18,ADA,"POLYGON((-43.3181875999999 -22.9022001, -43.3177262999999 -22.9025559, -43.3173937 -22.9027141, -43.3165354 -22.9031093999999, -43.3157950999999 -22.9035344, -43.3155697999999 -22.9029907999999, -43.3148186999999 -22.9031687, -43.3147544 -22.9028820999999, -43.3150762 -22.9027338, -43.3149688999999 -22.9021705, -43.3162778999999 -22.9017850999999, -43.3158701999999 -22.9001939, -43.3157414 -22.8997788, -43.3153766 -22.8998281999999, -43.3151298999999 -22.8991957, -43.3148295 -22.8984742, -43.3150118999999 -22.8983456999999, -43.31469 -22.8973672, -43.3159775 -22.8981479999999, -43.3158486999999 -22.8983062, -43.3156878 -22.898405, -43.3158058 -22.8985433999999, -43.3160096 -22.8985928, -43.3161277 -22.8987311, -43.3163099999999 -22.8989683, -43.3165567999999 -22.8990375, -43.3167285 -22.8990967999999, -43.3168249999999 -22.899166, -43.3169645 -22.8989979999999, -43.3168679 -22.8988102, -43.3171254 -22.8985236, -43.3172648999999 -22.898741, -43.317576 -22.8987806, -43.3176081999999 -22.8986520999999, -43.3177798999999 -22.8986224, -43.3179837 -22.8985829, -43.3181554 -22.8985137, -43.3184022 -22.8985928, -43.3185846 -22.898741, -43.3190994999999 -22.8988201, -43.3190888 -22.8990178, -43.3190458999999 -22.8991957, -43.3186918 -22.8991462, -43.3186597 -22.8993143, -43.3189386 -22.8994822999999, -43.319003 -22.899759, -43.3191639 -22.899759, -43.3190994999999 -22.9002728999999, -43.3195072 -22.9004606999999, -43.3197324999999 -22.9002037999999, -43.3200651 -22.9002532, -43.3204620999999 -22.9002828, -43.3206337999999 -22.9005792999999, -43.320623 -22.9009647999999, -43.3203334 -22.901113, -43.3199364 -22.9011427, -43.3195931 -22.9009943999999, -43.3194106999999 -22.9006287, -43.3190243999999 -22.9004507999999, -43.3187669 -22.9001049, -43.3184773 -22.8999269999999, -43.3183592999999 -22.8995712, -43.3182090999999 -22.8997689, -43.3179086 -22.8996107999999, -43.3177047999999 -22.8995416, -43.3176511999999 -22.8993240999999, -43.3171684 -22.8991957, -43.3170610999999 -22.8993439, -43.3172971 -22.8993439, -43.3173078 -22.8995712, -43.3174688 -22.8997194999999, -43.3173722 -22.9000060999999, -43.3173078 -22.9003026, -43.3171576 -22.9004705999999, -43.3165354 -22.900609, -43.3165461 -22.9008658999999, -43.3166426 -22.9010142, -43.3166962999999 -22.9011722999999, -43.3168358 -22.9012415, -43.316707 -22.9015577, -43.3169109 -22.9016665, -43.316986 -22.9013699999999, -43.3171897999999 -22.9014094999999, -43.3173829 -22.9014094999999, -43.3175653 -22.9015082999999, -43.3177262999999 -22.9015181999999, -43.3177155 -22.9016665, -43.318091 -22.9017158999999, -43.3185094999999 -22.9016665, -43.3184022 -22.9017949, -43.3181875999999 -22.9022001))"
PARQUE CIDADE LUZ,ADA,"POLYGON((-41.3386527 -21.727883, -41.3370004999999 -21.7290290999999, -41.3362279999999 -21.7295573, -41.335949 -21.7295174999999, -41.3361207 -21.7288995, -41.3368073 -21.7284410999999, -41.3371721 -21.7278231999999, -41.3368288 -21.7271056, -41.3362064999999 -21.7270657, -41.3351551 -21.7276636999999, -41.3351551 -21.7280823, -41.334683 -21.7283016, -41.3346400999999 -21.7287999, -41.3348761999999 -21.7292383999999, -41.3339535 -21.7295573, -41.3335458 -21.7285009, -41.3332667999999 -21.7272849999999, -41.3327518 -21.7271653999999, -41.3323440999999 -21.7268663999999, -41.3319579 -21.7264478, -41.3329449999999 -21.7258896, -41.3335243 -21.7262284999999, -41.3350263999999 -21.7262085999999, -41.3363995999999 -21.725491, -41.3376441999999 -21.723677, -41.340026 -21.726986, -41.3386527 -21.727883))"
BATANZINHO,ADA,"POLYGON((-43.4314484999999 -22.8648919, -43.4316755 -22.8648901, -43.4320650999999 -22.864837, -43.4325545999999 -22.8647801999999, -43.4326753 -22.8648249, -43.4326806999999 -22.8649043, -43.4322198 -22.865754, -43.4320695 -22.8661003999999, -43.4311575999999 -22.8659911999999, -43.4301912 -22.8658922999999, -43.4300090999999 -22.8662782, -43.4298054 -22.8667631, -43.4293656999999 -22.8666044, -43.4292421 -22.866797, -43.4289788999999 -22.8671181, -43.4286169 -22.8672046999999, -43.4281261 -22.8671826, -43.4275683 -22.8671186999999, -43.4277721999999 -22.8664663, -43.4280993 -22.8658138, -43.4281099999999 -22.8655469999999, -43.4287737999999 -22.8652516999999, -43.4290190999999 -22.865243, -43.429188 -22.8651269, -43.4307813 -22.864835, -43.4309208999999 -22.8649237999999, -43.4313288 -22.8648739, -43.4314484999999 -22.8648919))"
FAVELA DA LINHA,ADA,"POLYGON((-41.7802318999999 -22.3846531, -41.7792072999999 -22.3847622, -41.7801031 -22.3828227999999, -41.7803499 -22.3827732, -41.7802694 -22.3846432, -41.7802318999999 -22.3846531))"
MORRO BOA VISTA,ADA,"POLYGON((-43.068161 -22.816407, -43.0678179999999 -22.8169409999999, -43.067324 -22.8172769999999, -43.0660579999999 -22.8179099999999, -43.0646849999999 -22.81884, -43.0633549999999 -22.819631, -43.06299 -22.820027, -43.061595 -22.819374, -43.060866 -22.819809, -43.06048 -22.819334, -43.059922 -22.8185829999999, -43.0595999999999 -22.818148, -43.060308 -22.8168029999999, -43.0579049999999 -22.814251, -43.0581299999999 -22.813757, -43.0593959999999 -22.810414, -43.06166 -22.809287, -43.0636019999999 -22.8101169999999, -43.068472 -22.8120059999999, -43.068215 -22.814538, -43.068215 -22.814854, -43.068161 -22.816407))"
NOSSA SENHORA DA AJUDA,ADA,"POLYGON((-41.7558041999999 -22.3292964, -41.7518989 -22.3280657999999, -41.7524137999999 -22.3265175999999, -41.7511908 -22.3250686, -41.7525211 -22.3233417, -41.7540875 -22.3235799, -41.7557611999999 -22.3229049999999, -41.757156 -22.3247311, -41.7562832 -22.3262726999999, -41.7562976999999 -22.3264976999999, -41.7551604 -22.3283834, -41.7558041999999 -22.3292964))"
PARQUE SANTA ROSA,ADA,"POLYGON((-41.2992566 -21.7339785999999, -41.2986129 -21.7340184, -41.2983768 -21.7343772, -41.2980979 -21.7348357, -41.2981837 -21.7366096, -41.2977331 -21.7365697999999, -41.2972824999999 -21.7293941, -41.3000076 -21.7293541999999, -41.3002865 -21.7350749, -41.2997501 -21.7345167999999, -41.2992566 -21.7339785999999))"
SAPO II,ADA,"POLYGON((-41.2951025 -21.7251343999999, -41.294212 -21.7251542999999, -41.2941906 -21.7255031, -41.2938151 -21.7256326999999, -41.2932357 -21.7256725999999, -41.2931391 -21.7244168, -41.2936111999999 -21.7235995, -41.2935146 -21.7219947999999, -41.2915727 -21.7214167, -41.291165 -21.722523, -41.2908432 -21.7228120999999, -41.2904033 -21.7227523, -41.2895986 -21.7229217, -41.2889977999999 -21.7227622999999, -41.2891695 -21.7221243999999, -41.2901242999999 -21.7197024, -41.2911971999999 -21.7200910999999, -41.2920662999999 -21.7202705, -41.2924846999999 -21.720131, -41.2924202999999 -21.7197920999999, -41.294611 -21.7194443999999, -41.2947076 -21.720162, -41.2948021 -21.7208884999999, -41.2950274 -21.7209981, -41.2951346999999 -21.721616, -41.2949523 -21.7217855, -41.2949629999999 -21.7227224, -41.2948987 -21.7230612999999, -41.2949844999999 -21.7233502999999, -41.2953277999999 -21.7233502999999, -41.2954351 -21.7250246999999, -41.2951025 -21.7251343999999))"
FAVELA DO LARGUINHO,ADA,"POLYGON((-43.4349700999999 -22.8864962, -43.4334037 -22.8862392, -43.4330603999999 -22.8864566999999, -43.4323952 -22.8857844999999, -43.4318802 -22.8858834, -43.4312793999999 -22.8864171, -43.4306142 -22.8861997, -43.4306142 -22.8849739999999, -43.4297988 -22.8832343999999, -43.4285757 -22.8810005, -43.4289618999999 -22.8806446, -43.4305497999999 -22.8826215, -43.4317728999999 -22.8837680999999, -43.4324166 -22.8844996, -43.4358498999999 -22.8841042, -43.4360859 -22.8860415, -43.4356352999999 -22.8859624999999, -43.4349700999999 -22.8864962))"
PLANALTO D'AJUDA,ADA,"POLYGON((-41.7562212999999 -22.3235883999999, -41.7553200999999 -22.3216232, -41.7556633999999 -22.3211269999999, -41.7586889 -22.3223973999999, -41.7576994 -22.3242182999999, -41.7574097999999 -22.3243275, -41.7562212999999 -22.3235883999999))"
MORRO DO SETE SETE,ADA,"POLYGON((-43.4553119999999 -22.89559, -43.4548184 -22.8953923, -43.4544536999999 -22.895076, -43.4538742999999 -22.8950958, -43.4529515999999 -22.8949772, -43.4524795999999 -22.8951155999999, -43.4517928999999 -22.8949969999999, -43.4508488 -22.8950364999999, -43.4518787 -22.8942458, -43.4524580999999 -22.8939887999999, -43.4534666 -22.8929608999999, -43.452737 -22.8918737, -43.4519430999999 -22.8913201999999, -43.4508059 -22.8912015999999, -43.4494111 -22.8902725, -43.4472009999999 -22.8890074, -43.4471151 -22.8883352, -43.4465572 -22.8884538, -43.4471794999999 -22.8874259, -43.4481021999999 -22.8865759, -43.449218 -22.8865759, -43.4498831999999 -22.8869515, -43.4511277 -22.8875444999999, -43.4518358 -22.8877224, -43.4528013999999 -22.8876433, -43.4540029999999 -22.8885131, -43.4544966 -22.8887898999999, -43.4547755 -22.8879398999999, -43.4549686 -22.8879793999999, -43.4552260999999 -22.8893828999999, -43.4556552999999 -22.8897388, -43.4570929999999 -22.8899958, -43.4577581 -22.8906086, -43.4577581 -22.8911621, -43.4577796 -22.8915772, -43.4572646 -22.8916563, -43.4570285999999 -22.8911027999999, -43.4564920999999 -22.8912015999999, -43.4564063 -22.8917155999999, -43.4570070999999 -22.8923877, -43.4574363 -22.8932179, -43.4578011 -22.8942063, -43.4570929999999 -22.8944435, -43.4567067 -22.8949574, -43.4562561 -22.8951155999999, -43.4558913 -22.8951551, -43.4556123999999 -22.8952341999999, -43.4553119999999 -22.89559))"
PARQUE ELDORADO,ADA,"POLYGON((-41.2901371999999 -21.7126148, -41.2922829 -21.7122161, -41.2918966999999 -21.7093452999999, -41.2961023999999 -21.7093055, -41.2964028 -21.7115780999999, -41.2995784999999 -21.7111793999999, -41.3024538999999 -21.7089865, -41.3052005 -21.709465, -41.3055438 -21.7106611, -41.3074319999999 -21.7104616999999, -41.3078611999999 -21.7132128, -41.3083333 -21.7155652, -41.3056725 -21.7161632, -41.3017672 -21.7168010999999, -41.2951153 -21.7175985, -41.2920253999999 -21.7181168, -41.2909096 -21.7166415999999, -41.2890214 -21.7171599, -41.2891071999999 -21.7160436, -41.2883347 -21.7160036999999, -41.2879055999999 -21.7142494, -41.2901371999999 -21.7126148))"
CAMPO D'OESTE,ADA,"POLYGON((-41.7881932999999 -22.3858769, -41.7902103 -22.3835554999999, -41.7907681999999 -22.3837935999999, -41.7917338 -22.3829206, -41.7927422999999 -22.3837141999999, -41.7933646 -22.3848252999999, -41.7892876 -22.3887933999999, -41.7870131 -22.3863729, -41.7875495 -22.3861348, -41.7881932999999 -22.3858769))"
CAPELINHA,ADA,"POLYGON((-43.417292 -22.8780889, -43.4171310999999 -22.8775130999999, -43.4182469 -22.877266, -43.4182843999999 -22.8771869, -43.4183461 -22.877177, -43.4184989999999 -22.8770658, -43.4189254999999 -22.8776662999999, -43.417292 -22.8780889))"
ANAIA PEQUENO,ADA,"POLYGON((-43.0015933 -22.8627137999999, -42.9985892 -22.8643746, -42.9972159 -22.8665495, -42.9919801999999 -22.8667472, -42.9898774 -22.8639396, -42.9896199 -22.8606179, -42.9929243999999 -22.8590361, -42.9955851 -22.8591943, -42.9975592 -22.8584033999999, -42.9989753999999 -22.8591943, -43.0015933 -22.8627137999999))"
NOVA HOLANDA,ADA,"POLYGON((-41.7769941999999 -22.3639944, -41.7764792999999 -22.3640242, -41.7761144999999 -22.3641729999999, -41.7757925999999 -22.3640837, -41.7751489 -22.3642225999999, -41.7748913999999 -22.3643417, -41.7748592 -22.3648277999999, -41.7747196999999 -22.3649171, -41.7746339 -22.3649171, -41.7733679 -22.3624267, -41.7729495 -22.361623, -41.7723379 -22.3596585, -41.7717049 -22.3578128999999, -41.7728635999999 -22.3567214999999, -41.7727133999999 -22.3563642999999, -41.7741725999999 -22.3549255, -41.7768010999999 -22.3520379999999, -41.7774340999999 -22.3514228, -41.7776809 -22.3513533999999, -41.7784104 -22.350629, -41.7802343 -22.3487734, -41.7809854 -22.3479199999999, -41.7819724 -22.3463025999999, -41.7824123 -22.3454393, -41.7825625 -22.3449927, -41.7834101 -22.3455087, -41.7836998 -22.3468185999999, -41.7838821999999 -22.347414, -41.7845581 -22.3482475, -41.7850409 -22.3492894, -41.7847512 -22.3493885999999, -41.7846974999999 -22.3498946999999, -41.7839036 -22.3501825, -41.7837962999999 -22.3508770999999, -41.7839036 -22.3516311999999, -41.7834637 -22.3524449, -41.7843113 -22.3544393, -41.7835924999999 -22.3556101999999, -41.7813500999999 -22.3578625, -41.7803953 -22.3590333999999, -41.7795477 -22.3609483, -41.7790113 -22.3620695, -41.7784854999999 -22.3635479, -41.7783353 -22.3638356, -41.7779705999999 -22.3635082, -41.7776701999999 -22.3635677999999, -41.7769941999999 -22.3639944))"
SOL Y MAR,ADA,"POLYGON((-41.7827270999999 -22.3901389, -41.7821476999999 -22.3867858999999, -41.7836712 -22.3865082, -41.7849586999999 -22.3878771, -41.7872975999999 -22.3870636999999, -41.7900227 -22.3914682, -41.788113 -22.39248, -41.7887567 -22.3935514, -41.7878555 -22.3947219, -41.7827270999999 -22.3901389))"
RESIDENCIAL NOVO HORIZONTE,ADA,"POLYGON((-41.3101545 -21.6829571, -41.3101437999999 -21.6830667999999, -41.3088562999999 -21.6831364999999, -41.3088241 -21.6828973, -41.3061527 -21.6830667999999, -41.306099 -21.6825782, -41.3044252999999 -21.6827278, -41.3043288 -21.6837148, -41.2988892 -21.6841335, -41.2984279 -21.6812722, -41.298267 -21.6800459, -41.2994257 -21.6799462, -41.2995652 -21.6811425999999, -41.3070645999999 -21.6805244999999, -41.3073865 -21.680664, -41.3095107999999 -21.6824586, -41.3101545 -21.6827976, -41.3101545 -21.6829571))"
AROEIRA,ADA,"POLYGON((-41.8002701 -22.3704981, -41.7990255 -22.3708354, -41.7977165999999 -22.3705575999999, -41.7956996 -22.3707362, -41.7955279 -22.3714108, -41.7945257 -22.3705772, -41.7931032 -22.3703988999999, -41.792852 -22.3709741, -41.7921375999999 -22.3708354, -41.7918801 -22.3717879, -41.7912578 -22.3716886, -41.7910861999999 -22.3723831, -41.7915581999999 -22.3728594, -41.7915796999999 -22.3736531, -41.7906141 -22.3733554, -41.7902278999999 -22.3738713, -41.7904639 -22.3742086, -41.7900132999999 -22.3751015, -41.7893544 -22.375077, -41.7886829 -22.3738713, -41.7891334999999 -22.3726212, -41.7902341999999 -22.3715415999999, -41.7904273 -22.3699541999999, -41.7886185 -22.3693074999999, -41.7921160999999 -22.3669859, -41.7938756999999 -22.3662318, -41.8015146 -22.3703988999999, -41.8011069 -22.3711329999999, -41.8002701 -22.3704981))"
NOVO HORIZONTE,ADA,"POLYGON((-41.7964084 -22.3891401999999, -41.7952496999999 -22.3885152, -41.7938121 -22.3895668, -41.7924816999999 -22.3888128, -41.7909688999999 -22.3899833999999, -41.7905504999999 -22.389537, -41.7913551999999 -22.3888823, -41.7903573999999 -22.3878407, -41.7942734 -22.3885549, -41.7946810999999 -22.3866998, -41.79599 -22.3865312, -41.7965694 -22.386928, -41.7964084 -22.3887136, -41.7964084 -22.3891401999999))"
MORRO DA LEMOS DE BRITO - COMPLEXO DO 18,ADA,"POLYGON((-43.3285600999999 -22.8974742999999, -43.328764 -22.8976324, -43.3289033999999 -22.8978696, -43.3291502 -22.8980574, -43.3293325999999 -22.8980771999999, -43.3294721 -22.8979980999999, -43.3296329999999 -22.8982452, -43.3297832 -22.8983934, -43.3300407 -22.898512, -43.3300192 -22.8986504, -43.3299871 -22.8989766, -43.3295793999999 -22.8991149, -43.3292896999999 -22.8991841, -43.329236 -22.8993422, -43.3293325999999 -22.8994607999999, -43.3292253 -22.8995596999999, -43.3290215 -22.8995399, -43.3288605 -22.8996979999999, -43.3285494 -22.8997869999999, -43.3283885 -22.8997376, -43.3283777 -22.8999352, -43.3282168 -22.899955, -43.3280559 -22.8999056, -43.3280559 -22.8997376, -43.3278948999999 -22.8996782999999, -43.3277662 -22.8998364, -43.3275730999999 -22.8998463, -43.3274764999999 -22.8996486, -43.3272082999999 -22.8996387, -43.327101 -22.8995892999999, -43.3269079 -22.8996880999999, -43.3266826 -22.8999747999999, -43.3264250999999 -22.9000439, -43.3260925 -22.9000933999999, -43.3260174 -22.8999056, -43.3258994 -22.8996387, -43.3259745 -22.8994706999999, -43.3260281 -22.8992632, -43.3259745 -22.8989172999999, -43.3260174 -22.8987789, -43.3260281 -22.8985812, -43.3258135 -22.8984131999999, -43.3256741 -22.8981661, -43.3257277 -22.8980179, -43.3255346 -22.8979586, -43.3251483 -22.8978498, -43.3250088999999 -22.8976225, -43.3249122999999 -22.8974347, -43.3252127 -22.8972173, -43.3259100999999 -22.896397, -43.3259520999999 -22.8963396999999, -43.3258769999999 -22.8962852999999, -43.3262311 -22.8958554, -43.3280773 -22.8971283999999, -43.3285600999999 -22.8974742999999))"
PARQUE DUQUE CAXIAS,ADA,"POLYGON((-41.7981377999999 -22.3977573, -41.7977301 -22.3959518999999, -41.7960348999999 -22.3946822, -41.7981377999999 -22.3913889, -41.7987815 -22.3912103, -41.7999402 -22.3923808, -41.7996826999999 -22.3930554, -41.8010131 -22.3942259, -41.8012062 -22.3958726, -41.8005838999999 -22.3974597, -41.7994037999999 -22.3965669999999, -41.7981377999999 -22.3977573))"
MALVINAS,ADA,"POLYGON((-41.7891036 -22.3654311, -41.7885456999999 -22.3640816999999, -41.7882238 -22.3631688999999, -41.7881166 -22.3622958, -41.7882023999999 -22.3612836999999, -41.7885242 -22.3608869, -41.7890391999999 -22.36049, -41.7898546 -22.3601328, -41.7905198 -22.3598350999999, -41.7911420999999 -22.3592398, -41.7913351999999 -22.3588032, -41.7915927 -22.3578307999999, -41.791464 -22.3571363, -41.7908846 -22.3563425, -41.7902837999999 -22.3551914999999, -41.7902837999999 -22.3550327, -41.7913566999999 -22.3546358, -41.7915927 -22.3545961, -41.7898117 -22.3480668999999, -41.7885886 -22.343284, -41.7889104999999 -22.3432243999999, -41.7918286999999 -22.3545167, -41.7925582999999 -22.3570569, -41.7928158 -22.3582673999999, -41.7926227 -22.3594580999999, -41.7920432999999 -22.3618989, -41.7910348 -22.3640816999999, -41.7900048 -22.3659668999999, -41.7897687999999 -22.3661256, -41.7891036 -22.3654311))"
AJUDA DE CIMA,ADA,"POLYGON((-41.7482613999999 -22.3210227, -41.7488622 -22.3199905, -41.7495703 -22.3191965, -41.7511795999999 -22.3167746999999, -41.7527674999999 -22.3179062, -41.7519736 -22.3194346999999, -41.7511367 -22.3207249, -41.7500638 -22.3216777, -41.7482613999999 -22.3210227))"
CAJUEIRO,ADA,"POLYGON((-41.7790137 -22.3847941999999, -41.7774469 -22.3853149999999, -41.7757731999999 -22.3853149999999, -41.7754942999999 -22.3836087, -41.7762668 -22.3802357, -41.7777043999999 -22.3801761, -41.7775541999999 -22.381069, -41.7789061 -22.381446, -41.7792494 -22.3811484, -41.7796355999999 -22.3812872999999, -41.7804295 -22.3818031, -41.7790137 -22.3847941999999))"
PARQUE AEROPORTO,ADA,"POLYGON((-41.3089428 -21.7008203, -41.3081596 -21.6997537, -41.3070438 -21.6984279, -41.3064429999999 -21.6978994999999, -41.3054129999999 -21.6964441, -41.305059 -21.6960055, -41.3047156 -21.6957462999999, -41.3042864999999 -21.695527, -41.303793 -21.6953675, -41.3034388999999 -21.695208, -41.3033101999999 -21.6950883, -41.3033745 -21.6946098, -41.3046083999999 -21.6945699, -41.3046191 -21.6942508999999, -41.3052949999999 -21.6942508999999, -41.3052949999999 -21.6945001999999, -41.3088354999999 -21.6943406999999, -41.3098333 -21.6943108, -41.3097046 -21.7008303, -41.3089428 -21.7008203))"
NOVO CAVALEIROS,ADA,"POLYGON((-41.8130032 -22.4071082, -41.8111577999999 -22.4079017, -41.8099348 -22.4078818999999, -41.8085614999999 -22.4073263999999, -41.8063299 -22.406394, -41.8065015 -22.4055212, -41.8085614999999 -22.4051838999999, -41.808776 -22.404192, -41.8098917999999 -22.4031208, -41.8110505999999 -22.4004624, -41.8134324 -22.3986174, -41.8173806 -22.4034182999999, -41.8172304 -22.4034976999999, -41.8130032 -22.4071082))"
VILA IMPERIAL,ADA,"POLYGON((-43.4269155 -22.8746199, -43.4225972 -22.8745802999999, -43.4223504 -22.8745704999999, -43.4211649 -22.8743233, -43.4205264999999 -22.8739970999999, -43.4197272 -22.8733051999999, -43.4193571 -22.8728406, -43.4208537 -22.8727317999999, -43.4227849 -22.8726429, -43.4268297 -22.8745259999999, -43.4269155 -22.8746199))"
SANTA MONICA,ADA,"POLYGON((-41.790084 -22.3798808, -41.7893544 -22.3803371, -41.7887751 -22.379226, -41.7881313 -22.3790673, -41.7884318 -22.3782735999999, -41.7868223999999 -22.377599, -41.7872515999999 -22.3773389999999, -41.7887964999999 -22.3768052999999, -41.7880241 -22.3755553, -41.7893544 -22.375077, -41.7901055 -22.3758508999999, -41.7906419 -22.3768032999999, -41.7911569 -22.3777557, -41.7902986 -22.3793628999999, -41.790084 -22.3798808))"
CHATUBA,ADA,"POLYGON((-41.3384432 -21.7875936999999, -41.3386791999999 -21.7866870999999, -41.3365335 -21.7860793999999, -41.336394 -21.7855413999999, -41.3366943999999 -21.7849136999999, -41.3403635999999 -21.7859099999999, -41.3425200999999 -21.7885001999999, -41.3423913999999 -21.7885102, -41.3384432 -21.7875936999999))"
GUARUS,ADA,"POLYGON((-41.3264765 -21.7261199, -41.3263693 -21.7267777, -41.3241806 -21.7270568, -41.3241161999999 -21.7273357999999, -41.3226142 -21.7267975999999, -41.3217988 -21.726997, -41.3196745 -21.7242062999999, -41.3179364 -21.7226714, -41.3148894 -21.7204985999999, -41.3122923999999 -21.718518, -41.3183655 -21.7174287, -41.3185151 -21.7166242, -41.3186016 -21.7159136, -41.3194599 -21.7147573999999, -41.3195456999999 -21.7134816, -41.3203182 -21.7129631999999, -41.3209618999999 -21.7124051, -41.3218201999999 -21.7123652, -41.3221636 -21.711488, -41.3231506 -21.7112089, -41.3231934999999 -21.7101324, -41.3240517999999 -21.7104514, -41.3241806 -21.7113684, -41.3237943 -21.7118867, -41.3242663999999 -21.7125644999999, -41.322936 -21.714279, -41.3240089 -21.7141195, -41.3243093 -21.7149568, -41.3253392999999 -21.7139999, -41.3261975999999 -21.7138404, -41.327013 -21.7136012, -41.3279142 -21.7140396999999, -41.3289013 -21.7139200999999, -41.3296736999999 -21.7139200999999, -41.3298882999999 -21.7154750999999, -41.3295879 -21.7163522, -41.3307895 -21.7166313, -41.3316478 -21.71703, -41.3314761999999 -21.7177475999999, -41.3304032999999 -21.7186646, -41.3300171 -21.7191829, -41.3282146 -21.7197012, -41.3279142 -21.720658, -41.3281717 -21.7217345, -41.3279570999999 -21.7230102999999, -41.3274850999999 -21.7240068999999, -41.3269271999999 -21.7258009999999, -41.3264765 -21.7261199))"
COHAB DO PARQUE AEROPORTO,ADA,"POLYGON((-41.2981083999999 -21.6900553999999, -41.2969282999999 -21.6894571999999, -41.2967136999999 -21.6892976999999, -41.2964775999999 -21.6863865999999, -41.2961342999999 -21.6828773, -41.2958983 -21.6800259999999, -41.2981943 -21.6798266, -41.2985376 -21.6821993999999, -41.2988379999999 -21.6851703999999, -41.2989666999999 -21.6867655, -41.2991383999999 -21.6867655, -41.2992886 -21.6879618, -41.2993744 -21.6888390999999, -41.2991383999999 -21.688859, -41.2992242 -21.6907133, -41.2981083999999 -21.6900553999999))"
MORAR FELIZ DO ALDEIA,ADA,"POLYGON((-41.3451727 -21.7288897999999, -41.3449902999999 -21.7292686, -41.3446147999999 -21.7291688999999, -41.344411 -21.729438, -41.3435418999999 -21.7291289999999, -41.3434667999999 -21.7294080999999, -41.3412352 -21.7284213999999, -41.3404090999999 -21.7274745999999, -41.3413103 -21.7276141, -41.341482 -21.7272055, -41.3420505999999 -21.7262087999999, -41.3423832 -21.7259098, -41.3429626 -21.7259994999999, -41.3435956 -21.7266772999999, -41.3435956 -21.7269562999999, -41.3434346 -21.7272254, -41.3443144 -21.7275743, -41.3444646 -21.7273251, -41.346782 -21.7281722, -41.3462026999999 -21.7292386999999, -41.3451727 -21.7288897999999))"
MORRO DO 18,ADA,"POLYGON((-43.315955 -22.9071203999999, -43.3157404 -22.9069622, -43.3155097 -22.9070561, -43.3151879 -22.9070462999999, -43.3150591 -22.9064433999999, -43.3154239 -22.9062160999999, -43.3155204 -22.9059887999999, -43.3156921 -22.9057812999999, -43.3152951 -22.9042395, -43.3156276999999 -22.9041308, -43.3159496 -22.9040122, -43.3164002 -22.9037749999999, -43.3167543 -22.9035971, -43.3170761 -22.9035180999999, -43.3172906999999 -22.9035774, -43.3172691999999 -22.9037058, -43.3175803999999 -22.9036662999999, -43.3176769 -22.9033797, -43.3178379 -22.9031623, -43.3182027 -22.9032116999999, -43.3183743 -22.9036366999999, -43.3182348 -22.9038244, -43.3178164 -22.9040022999999, -43.3178164 -22.9041999999999, -43.3177628 -22.9043285, -43.3178164 -22.9044173999999, -43.3179559 -22.9043778999999, -43.3179772999999 -22.9045459, -43.3178164 -22.9047237999999, -43.3179021999999 -22.9048918, -43.3181276 -22.9049709, -43.3180953999999 -22.9051388999999, -43.3178808 -22.9051883, -43.3176769 -22.9052771999999, -43.3175803999999 -22.9054551, -43.3176984 -22.9055736999999, -43.3178057 -22.9057022, -43.3176554999999 -22.9058108999999, -43.3176769 -22.9059986999999, -43.3176984 -22.9062556, -43.3174516 -22.9063247999999, -43.3172691999999 -22.9063446, -43.3170117999999 -22.9063545, -43.3166361999999 -22.9061667, -43.3162929 -22.9061469, -43.3162071 -22.9063545, -43.3163466 -22.9065916, -43.3164968 -22.9068189, -43.3161588 -22.9069425, -43.315955 -22.9071203999999))"
MOROBA,ADA,"POLYGON((-41.7818624999999 -22.389674, -41.781487 -22.3893763999999, -41.7811651 -22.3892772, -41.7807789 -22.3892076999999, -41.7806072 -22.3891184, -41.7807895999999 -22.3885629, -41.7810684999999 -22.3883347, -41.7814761999999 -22.3889101, -41.7817980999999 -22.3893466, -41.7820341 -22.3895648, -41.7818624999999 -22.389674))"
